SNOMED;Diagnóstico;Topografia;DesProcedimento;CID_Preditos;Metodo_Utilizado;Status_Regra;CID;Descrição CID;Classificação Final (2025)
M-85033;Intracystic papillary neoplasm with an associated invasive carcinoma;mama;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Mama;C509;Neoplasia maligna da mama, não especificada;CR Tumores da Mama
M-85032;Intracystic papillary neoplasm with high-grade intraepithelial neoplasia;topografia: mama;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C50;Neoplasia maligna da mama;CR Tumores da Mama
M-85032;Intracystic papillary neoplasm with high-grade intraepithelial neoplasia;topografia: mama;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C508;Neoplasia maligna da mama com lesão invasiva;CR Tumores da Mama
M-85032;Intracystic papillary neoplasm with high-grade intraepithelial neoplasia;topografia: mama;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C509;Neoplasia maligna da mama, não especificada;CR Tumores da Mama
M-85030;Intracystic papillary neoplasm with low- or intermediate-grade intraepithelial neoplasia;mama;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;C50;Neoplasia maligna da mama;CR Tumores da Mama
M-85033;Intraductal (Invasive) papillary carcinoma;mama;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Mama;C50;Neoplasia maligna da mama;CR Tumores da Mama
M-85032;Intraductal (non-invasive) papillary carcinoma;mama;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;D05;Carcinoma in situ da mama;CR Tumores da Mama
M-84533;Intraductal papillary mucinous neoplasm with an associated invasive carcinoma;pancreas_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C25;Neoplasia maligna do pâncreas;CR Tumores do Aparelho Digestivo Alto
M-84533;Intraductal papillary mucinous neoplasm with an associated invasive carcinoma;pancreas_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C250;Neoplasia maligna da cabeça do pâncreas;CR Tumores do Aparelho Digestivo Alto
M-84533;Intraductal papillary mucinous neoplasm with an associated invasive carcinoma;pancreas_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C251;Neoplasia maligna do corpo do pâncreas;CR Tumores do Aparelho Digestivo Alto
M-84533;Intraductal papillary mucinous neoplasm with an associated invasive carcinoma;pancreas_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C252;Neoplasia maligna da cauda do pâncreas;CR Tumores do Aparelho Digestivo Alto
M-84533;Intraductal papillary mucinous neoplasm with an associated invasive carcinoma;pancreas_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C253;Neoplasia maligna do canal pancreático;CR Tumores do Aparelho Digestivo Alto
M-84533;Intraductal papillary mucinous neoplasm with an associated invasive carcinoma;pancreas_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C254;Neoplasia maligna do pâncreas endócrino;CR Tumores do Aparelho Digestivo Alto
M-84533;Intraductal papillary mucinous neoplasm with an associated invasive carcinoma;pancreas_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C257;Neoplasia maligna de outras partes do pâncreas;CR Tumores do Aparelho Digestivo Alto
M-84533;Intraductal papillary mucinous neoplasm with an associated invasive carcinoma;pancreas_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C258;Neoplasia maligna do pâncreas com lesão invasiva;CR Tumores do Aparelho Digestivo Alto
M-84533;Intraductal papillary mucinous neoplasm with an associated invasive carcinoma;pancreas_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C259;Neoplasia maligna do pâncreas, não especificado;CR Tumores do Aparelho Digestivo Alto
M-84532;Intraductal papillary mucinous neoplasm with high-grade dysplasia (IPMT / IPMN);pancreas_maligno;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C25;Neoplasia maligna do pâncreas;CR Tumores do Aparelho Digestivo Alto
M-84530;Intraductal papillary mucinous neoplasm with low- or intermediate-grade dysplasia (IPMT / IPMN);pancreas;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;C25;Neoplasia maligna do pâncreas;CR Tumores do Aparelho Digestivo Alto
M-85033;Intraductal papillary neoplasm with an associated invasive carcinoma;topografia: mama;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Mama;C50;Neoplasia maligna da mama;CR Tumores da Mama
M-85032;Intraductal papillary neoplasm with high-grade intraepithelial neoplasia;Nenhuma_topografia_encontrada;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;;;
M-85030;Intraductal papillary neoplasm with low- or intermediate-grade intraepithelial neoplasia;mama;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;C50;Neoplasia maligna da mama;CR Tumores da Mama
M-85030;Intraductal papilloma;mama;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;D051;Carcinoma intraductal in situ;CR Tumores da Mama
M-85030;Intraductal papilloma with atypical hyperplasia;mama;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;D051;Carcinoma intraductal in situ;CR Tumores da Mama
M-85032;Intraductal papilloma with ductal carcinoma in situ;mama;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;D05;Carcinoma in situ da mama;CR Tumores da Mama
M-85202;Intraductal papilloma with lobular carcinoma in situ;mama;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;D051;Carcinoma intraductal in situ;CR Tumores da Mama
M-85202;Intraductal papilloma with lobular carcinoma in situ;mama;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;D050;Carcinoma lobular in situ;CR Tumores da Mama
M-85202;Intraductal papilloma with lobular carcinoma in situ;mama;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;D057;Outros carcinomas in situ;CR Tumores da Mama
M-85202;Intraductal papilloma with lobular carcinoma in situ;mama;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;D059;Carcinoma in situ da mama, não especificado;CR Tumores da Mama
M-85032;Intraductal tubulopapillary neoplasm (high grade dysplasia) (ITPN);topografia: pâncreas;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C25;Neoplasia maligna do pâncreas;CR Tumores do Aparelho Digestivo Alto
M-81482;Intraepithelial glandular neoplasia, high grade (severe dysplasia);mama;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;D05;Carcinoma in situ da mama;CR Tumores da Mama
M-81480;Intraepithelial glandular neoplasia, low grade (low and moderate dysplasia);mama;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;D050;Carcinoma lobular in situ;CR Tumores da Mama
M-81480;Intraepithelial glandular neoplasia, low grade (low and moderate dysplasia);mama;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;D051;Carcinoma intraductal in situ;CR Tumores da Mama
M-81480;Intraepithelial glandular neoplasia, low grade (low and moderate dysplasia);mama;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;D057;Outros carcinomas in situ;CR Tumores da Mama
M-81480;Intraepithelial glandular neoplasia, low grade (low and moderate dysplasia);mama;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;D059;Carcinoma in situ da mama, não especificado;CR Tumores da Mama
M-81482;Intraepithelial glandular neoplasia, prostatic High grade (PIN 2, PIN 3, HGPIN);próstata;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;C61;Neoplasia maligna da próstata;CR Tumores Urológicos
M-81480;Intraepithelial glandular neoplasia, prostatic Low grade (PIN 1, LGPIN);próstata;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;D075;Carcinoma in situ da próstata;CR Tumores Urológicos
M-81603;(Intrahepatic) cholangiocarcinoma (ICC);fígado;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C221;Carcinoma de vias biliares intra-hepáticas;CR Tumores do Aparelho Digestivo Alto
M-91873;Intramedullary well differentiated osteosarcoma;Muitas_topografias_possiveis;Não informado;Nenhum_CID_encontrado;REGRA;Sarcomas e tumores ósseos;;;
M-81402;Intramucosal adenocarcinoma of colorectum (in situ);reto;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;D01;Carcinoma in situ de outros órgãos digestivos;CR Tumores Colorretais
M-81402;Intramucosal adenocarcinoma of colorectum (in situ);reto;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;D010;Carcinoma in situ do cólon;CR Tumores Colorretais
M-81402;Intramucosal adenocarcinoma of colorectum (in situ);reto;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;D011;Carcinoma in situ da junção retossigmóide;CR Tumores Colorretais
M-81402;Intramucosal adenocarcinoma of colorectum (in situ);reto;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;D012;Carcinoma in situ do reto;CR Tumores Colorretais
M-81402;Intramucosal adenocarcinoma of colorectum (in situ);reto;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;D013;Carcinoma in situ do ânus e canal anal;CR Tumores Colorretais
M-81402;Intramucosal adenocarcinoma of colorectum (in situ);reto;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;D014;Carcinoma in situ de outras partes do intestino e as não especificadas;CR Tumores Colorretais
M-81402;Intramucosal adenocarcinoma of colorectum (in situ);reto;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;D015;Carcinoma in situ do fígado, vesícula biliar e vias biliares;CR Tumores do Aparelho Digestivo Alto
M-81402;Intramucosal adenocarcinoma of colorectum (in situ);reto;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;D017;Carcinoma in situ de outros órgãos especificados do aparelho digestivo;CR Tumores do Aparelho Digestivo Alto
M-81402;Intramucosal adenocarcinoma of colorectum (in situ);reto;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;D019;Carcinoma in situ de órgãos digestivos, não especificado;CR Tumores do Aparelho Digestivo Alto
M-81402;Intramucosal adenocarcinoma of colorectum (in situ);colorretal;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;D01;Carcinoma in situ de outros órgãos digestivos;CR Tumores Colorretais
M-81402;Intramucosal adenocarcinoma of colorectum (in situ);ampula;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;D01;Carcinoma in situ de outros órgãos digestivos;CR Tumores Colorretais
M-81402;Intramucosal adenocarcinoma of colorectum (in situ);intestino;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;D01;Carcinoma in situ de outros órgãos digestivos;CR Tumores Colorretais
M-81402;Intramucosal adenocarcinoma of colorectum (in situ);intestino_delgado_ampula;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;;;
M-81402;Intramucosal adenocarcinoma of colorectum (in situ);colorretum;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;D01;Carcinoma in situ de outros órgãos digestivos;CR Tumores Colorretais
M-91320;Intramuscular haemangioma;musculo_liso;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;D180;Hemangioma de qualquer localização;CR Tumores Pediátricos
M-93210;Intraosseous odontogenic fibroma;Nenhuma_topografia_encontrada;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;;;
M-91873;Intraosseous well differentiated osteosarcoma;Muitas_topografias_possiveis;Não informado;Nenhum_CID_encontrado;REGRA;Sarcomas e tumores ósseos;;;
M-86431;Intratubular large cell hyalinizing Sertoli cel neoplasia;Nenhuma_topografia_encontrada;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-97123;Intravascular large B-cell lymphoma;Tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C83;Linfoma não-Hodgkin difuso;CR Neoplasias Hematológicas
M-97123;Intravascular large B-cell lymphoma;Tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C839;Linfoma não-Hodgkin difuso, não especificado;CR Neoplasias Hematológicas
M-88901;Intravenous leiomyomatosis;tecido_muscular;Não informado;Nenhum_CID_encontrado;RAG;INDET;D36;Neoplasia benigna de outras localizações e de localizações não especificadas;Não vinculado
M-88901;Intravenous leiomyomatosis;vascular;Não informado;Nenhum_CID_encontrado;RAG;INDET;D0899;;
M-88901;Intravenous leiomyomatosis;neuroendocrino_orgaos_nao_endocrinos;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-88901;Intravenous leiomyomatosis;tecido_mucoso;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-88901;Intravenous leiomyomatosis;tecido_neuroendocrino;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-88901;Intravenous leiomyomatosis;tecido_gorduroso;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-88901;Intravenous leiomyomatosis;tecido_hematolinfóide;Não informado;Nenhum_CID_encontrado;RAG;INDET;D47;Outras neoplasias de comportamento incerto ou desconhecido dos tecidos linfático, hematopoético e tecidos correlatos;CR Neoplasias Hematológicas
M-88901;Intravenous leiomyomatosis;vesical;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-88901;Intravenous leiomyomatosis;pericitar;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-88901;Intravenous leiomyomatosis;musculo_esqueletico;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-88901;Intravenous leiomyomatosis;retroperitoneo;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-88901;Intravenous leiomyomatosis;adipocitico;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-88901;Intravenous leiomyomatosis;tecido_mesenquimatoso;Não informado;Nenhum_CID_encontrado;RAG;INDET;D49;;
M-88901;Intravenous leiomyomatosis;tecido_nervoso;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-88901;Intravenous leiomyomatosis;ovario;Não informado;Nenhum_CID_encontrado;RAG;INDET;D259;Leiomioma do útero, não especificado;CR Tumores Ginecológicos
M-88901;Intravenous leiomyomatosis;pele;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-88901;Intravenous leiomyomatosis;tecido_adipocitico;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-88901;Intravenous leiomyomatosis;tecido_ósseo;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-88901;Intravenous leiomyomatosis;tecido_conjuntivo;Não informado;Nenhum_CID_encontrado;RAG;INDET;D21;Outras neoplasias benignas do tecido conjuntivo e outros tecidos moles;CR Sarcomas e Tumores Ósseos
M-88901;Intravenous leiomyomatosis;tecido_conectivo;Não informado;Nenhum_CID_encontrado;RAG;INDET;C49;Neoplasia Maligna do Tecido Conjuntivo e de Outros Tecidos Moles;CR Sarcomas e Tumores Ósseos
M-88901;Intravenous leiomyomatosis;tecido_muciparo;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-88901;Intravenous leiomyomatosis;tecido_mole;Não informado;Nenhum_CID_encontrado;RAG;INDET;C49;Neoplasia Maligna do Tecido Conjuntivo e de Outros Tecidos Moles;CR Sarcomas e Tumores Ósseos
M-88901;Intravenous leiomyomatosis;musculo_liso;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-88901;Intravenous leiomyomatosis;uterino;Não informado;Nenhum_CID_encontrado;RAG;INDET;D259;Leiomioma do útero, não especificado;CR Tumores Ginecológicos
M-88901;Intravenous leiomyomatosis;tecido_miofibroblástico;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-88901;Intravenous leiomyomatosis;partes_moles;Não informado;Nenhum_CID_encontrado;RAG;INDET;D36;Neoplasia benigna de outras localizações e de localizações não especificadas;Não vinculado
M-88901;Intravenous leiomyomatosis;tecido_vascular;Não informado;Nenhum_CID_encontrado;RAG;INDET;D068;;
M-88901;Intravenous leiomyomatosis;tecido_vascular;Não informado;Nenhum_CID_encontrado;RAG;INDET;D069;Carcinoma in situ do colo do útero, não especificado;CR Tumores Ginecológicos
M-88901;Intravenous leiomyomatosis;tecido_mucinoso;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-88901;Intravenous leiomyomatosis;fibroblastica;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-88901;Intravenous leiomyomatosis;tecido_muc;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-88901;Intravenous leiomyomatosis;tecido_linfoide;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-88901;Intravenous leiomyomatosis;tecido_fibroblastico;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-88901;Intravenous leiomyomatosis;tecido_epitelial;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-88901;Intravenous leiomyomatosis;tecido_pericitar;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-88901;Intravenous leiomyomatosis;tecido_cartilaginoso;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-88901;Intravenous leiomyomatosis;tecido_mioepitelial;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-85073;Invasive micropapillary carcinoma;mama;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Mama;C50;Neoplasia maligna da mama;CR Tumores da Mama
M-80530;Inverted squamous papilloma;Nenhuma_topografia_encontrada;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;;;
M-81210;Inverted urothelial papilloma, benign;Nenhuma_topografia_encontrada;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;;;
M-81211;Inverted urothelial papilloma, NOS;Nenhuma_topografia_encontrada;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-86903;Jugulotympanic paraganglioma;Nenhuma_topografia_encontrada;Não informado;Nenhum_CID_encontrado;RAG;INDET;;;
M-99463;Juvenile myelomonocytic leukaemia;Tumor hematolinfóide;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C93;Leucemia monocítica;CR Neoplasias Hematológicas
M-99463;Juvenile myelomonocytic leukaemia;tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C93;Leucemia monocítica;CR Neoplasias Hematológicas
M-75662;Juvenile polyp;Nenhuma_topografia_encontrada;Não informado;Nenhum_CID_encontrado;REGRA;IN SITU;;;
M-86221;Juvenile type granulosa cell tumour;ovário;Não informado;Nenhum_CID_encontrado;RAG;INDET;C56;Neoplasia maligna do ovário;CR Tumores Ginecológicos
M-91933;Juxtacortical chondroblastic osteosarcoma;Muitas_topografias_possiveis;Não informado;Nenhum_CID_encontrado;REGRA;Sarcomas e tumores ósseos;;;
M-92210;Juxtacortical chondroma;Nenhuma_topografia_encontrada;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;;;
M-92213;Juxtacortical chondrosarcoma;Muitas_topografias_possiveis;Não informado;Nenhum_CID_encontrado;REGRA;Sarcomas e tumores ósseos;;;
M-91923;Juxtacortical osteosarcoma;Muitas_topografias_possiveis;Não informado;Nenhum_CID_encontrado;REGRA;Sarcomas e tumores ósseos;;;
M-83610;Juxtaglomerular cell tumour;tumores_pecomatosos;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;;;
M-97323;Kahler’s disease;Nenhuma_topografia_encontrada;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C90;Mieloma múltiplo e neoplasias malignas de plasmócitos;CR Neoplasias Hematológicas
M-91403;Kaposi sarcoma;Sarcoma de Kaposi;Não informado;Nenhum_CID_encontrado;REGRA;Sarcomas e tumores ósseos;C46;Sarcoma de Kaposi;CR Sarcomas e Tumores Ósseos
M-91403;Kaposi sarcoma;Tumores vasculares;Não informado;Nenhum_CID_encontrado;REGRA;Sarcomas e tumores ósseos;C46;Sarcoma de Kaposi;CR Sarcomas e Tumores Ósseos
M-80713;Keratinizing squamous cell carcinoma;topografia: esofago_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C150;Neoplasia maligna da porção cervical do esôfago (esôfago cervical);CR Tumores do Aparelho Digestivo Alto
M-80713;Keratinizing squamous cell carcinoma;topografia: esofago_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C151;Neoplasia maligna da porção torácica do esôfago (esôfago torácico);CR Tumores do Aparelho Digestivo Alto
M-80713;Keratinizing squamous cell carcinoma;topografia: esofago_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C152;Neoplasia maligna da porção abdominal do esôfago (esôfago abdominal);CR Tumores do Aparelho Digestivo Alto
M-80713;Keratinizing squamous cell carcinoma;topografia: esofago_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C153;Neoplasia maligna do terço superior do esôfago;CR Tumores do Aparelho Digestivo Alto
M-80713;Keratinizing squamous cell carcinoma;topografia: esofago_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C154;Neoplasia maligna do terço médio do esôfago;CR Tumores do Aparelho Digestivo Alto
M-80713;Keratinizing squamous cell carcinoma;topografia: esofago_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C155;Neoplasia maligna do terço inferior do esôfago;CR Tumores do Aparelho Digestivo Alto
M-80713;Keratinizing squamous cell carcinoma;topografia: esofago_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C158;Neoplasia maligna do esôfago com lesão invasiva;CR Tumores do Aparelho Digestivo Alto
M-80713;Keratinizing squamous cell carcinoma;topografia: esofago_maligno;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C159;Neoplasia maligna do esôfago, não especificado;CR Tumores do Aparelho Digestivo Alto
M-72860;Keratoacanthoma;Nenhuma_topografia_encontrada;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;;;
M-92700;Keratocystic odontogenic tumour;Nenhuma_topografia_encontrada;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;;;
M-72850;Keratosis, actinic;Nenhuma_topografia_encontrada;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;;;
M-72720;Keratosis, lichen planus-like;Nenhuma_topografia_encontrada;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;;;
M-72720;Keratosis, lichenoid;Nenhuma_topografia_encontrada;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;;;
M-72750;Keratosis, seborrhoeic;Nenhuma_topografia_encontrada;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;;;
M-72850;Keratosis, solar;Nenhuma_topografia_encontrada;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;;;
M-81623;Klatskin tumour;fígado;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C221;Carcinoma de vias biliares intra-hepáticas;CR Tumores do Aparelho Digestivo Alto
M-81623;Klatskin tumour;via biliar;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C221;Carcinoma de vias biliares intra-hepáticas;CR Tumores do Aparelho Digestivo Alto
M-81523;L cell, Glucagon-like peptide-producing and PP/PYY-producing NETs;Tumores neuroendócrinos pancreáticos funcionantes;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C251;Neoplasia maligna do corpo do pâncreas;CR Tumores do Aparelho Digestivo Alto
M-81523;L cell, Glucagon-like peptide-producing and PP/PYY-producing NETs;Tumores neuroendócrinos pancreáticos funcionantes;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C259;Neoplasia maligna do pâncreas, não especificado;CR Tumores do Aparelho Digestivo Alto
M-81523;L cell, Glucagon-like peptide-producing and PP/PYY-producing NETs;Carcinoma neuroendócrino pancreático;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C25;Neoplasia maligna do pâncreas;CR Tumores do Aparelho Digestivo Alto
M-81523;L cell, Glucagon-like peptide-producing and PP/PYY-producing NETs;Carcinoma neuroendócrino pancreático;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C250;Neoplasia maligna da cabeça do pâncreas;CR Tumores do Aparelho Digestivo Alto
M-81523;L cell, Glucagon-like peptide-producing and PP/PYY-producing NETs;Carcinoma neuroendócrino pancreático;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C251;Neoplasia maligna do corpo do pâncreas;CR Tumores do Aparelho Digestivo Alto
M-81523;L cell, Glucagon-like peptide-producing and PP/PYY-producing NETs;Carcinoma neuroendócrino pancreático;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C252;Neoplasia maligna da cauda do pâncreas;CR Tumores do Aparelho Digestivo Alto
M-81523;L cell, Glucagon-like peptide-producing and PP/PYY-producing NETs;Carcinoma neuroendócrino pancreático;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C253;Neoplasia maligna do canal pancreático;CR Tumores do Aparelho Digestivo Alto
M-81523;L cell, Glucagon-like peptide-producing and PP/PYY-producing NETs;Carcinoma neuroendócrino pancreático;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C254;Neoplasia maligna do pâncreas endócrino;CR Tumores do Aparelho Digestivo Alto
M-81523;L cell, Glucagon-like peptide-producing and PP/PYY-producing NETs;Carcinoma neuroendócrino pancreático;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C257;Neoplasia maligna de outras partes do pâncreas;CR Tumores do Aparelho Digestivo Alto
M-81523;L cell, Glucagon-like peptide-producing and PP/PYY-producing NETs;Carcinoma neuroendócrino pancreático;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C258;Neoplasia maligna do pâncreas com lesão invasiva;CR Tumores do Aparelho Digestivo Alto
M-81523;L cell, Glucagon-like peptide-producing and PP/PYY-producing NETs;Carcinoma neuroendócrino pancreático;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C259;Neoplasia maligna do pâncreas, não especificado;CR Tumores do Aparelho Digestivo Alto
M-81523;L cell, Glucagon-like peptide-producing and PP/PYY-producing NETs;MiNENs pancreáticos.;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C25;Neoplasia maligna do pâncreas;CR Tumores do Aparelho Digestivo Alto
M-81523;L cell, Glucagon-like peptide-producing and PP/PYY-producing NETs;Neoplasias neuroendócrinas do pâncreas: Tumores neuroendócrinos pancreáticos não funcionantes;Não informado;Nenhum_CID_encontrado;REGRA;Tumores do Aparelho Digestivo Alto;C25;Neoplasia maligna do pâncreas;CR Tumores do Aparelho Digestivo Alto
M-82040;Lactating adenoma;mama;Não informado;Nenhum_CID_encontrado;REGRA;BENIGNO;C50;Neoplasia maligna da mama;CR Tumores da Mama
M-97513;Langerhans cell histiocytosis;Tumores hematolinfóides do pulmão;Não informado;Nenhum_CID_encontrado;REGRA;Tumores de Pulmão e Tórax;C96;Outras neoplasias malignas e as não especificadas dos tecidos linfático, hematopoético e tecidos correlatos;CR Neoplasias Hematológicas
M-97563;Langerhans cell sarcoma;Tumores hematolinfóides da pleura e pericárdio;Não informado;Nenhum_CID_encontrado;REGRA;Sarcomas e tumores ósseos;C46;Sarcoma de Kaposi;CR Sarcomas e Tumores Ósseos
M-97383;Large B-cell lymphoma arising in HHV8-associated multicentric Castleman disease;Tecido hematolinfático;Não informado;Nenhum_CID_encontrado;REGRA;Neoplasias Hematológicas;C83;Linfoma não-Hodgkin difuso;CR Neoplasias Hematológicas
